date,min,max,median,q1,q3,stdev,count
2021-12-31T00:00:00.000Z,29.35,270.05,158.82,87.07,228.68,76.591,502
2022-01-01T00:00:00.000Z,19.5,274,135.12,61.2,207.95,76.491,492
2022-01-02T00:00:00.000Z,36.2,269.3,106.38,63.2,184.23,67.374,503
2022-01-03T00:00:00.000Z,25.67,221.57,51.22,45.92,70.09,52.51,491
2022-01-04T00:00:00.000Z,13.15,103.05,39.13,30.47,54.38,19.168,501
2022-01-05T00:00:00.000Z,30.2,80.28,54.58,39.2,59.5,11.066,501
2022-01-06T00:00:00.000Z,67.05,117,85.86,77.3,101.47,13.235,490
2022-01-07T00:00:00.000Z,16.48,141.44,62.17,32.29,81.73,29.591,493
2022-01-08T00:00:00.000Z,17,135.19,49.97,29.86,59.76,26.598,469
2022-01-09T00:00:00.000Z,7,132.93,55.33,19.55,72.72,33.064,471
2022-01-10T00:00:00.000Z,60.75,189.6,112.95,83.62,136.41,28.948,481
2022-01-11T00:00:00.000Z,22.75,100.45,67.75,57.1,80.13,18.298,494
2022-01-12T00:00:00.000Z,78.13,243.05,142,129.05,190.73,38.855,463
2022-01-13T00:00:00.000Z,61.7,173.43,83.88,74.45,108.1,26.384,492
2022-01-14T00:00:00.000Z,70.63,161.07,104.19,94.49,122.07,17.757,484
2022-01-15T00:00:00.000Z,96.95,141.69,116,106.78,123.68,10.176,499
2022-01-16T00:00:00.000Z,93.07,155.93,103.6,99.26,119.44,15.615,193
2022-01-17T00:00:00.000Z,96.18,173.75,124.18,114.47,133.63,17.5,350
2022-01-18T00:00:00.000Z,100.18,162.35,122.85,117.95,128.77,11.275,495
2022-01-19T00:00:00.000Z,86.93,170.15,125.47,115.65,134.75,16.19,490
2022-01-20T00:00:00.000Z,31.5,147.93,71.2,42.64,92.94,27.768,497
2022-01-21T00:00:00.000Z,23.52,69.28,31.19,28.19,38.7,12.029,468
2022-01-22T00:00:00.000Z,17.98,165.77,37.9,25.42,82.3,38.453,490
2022-01-23T00:00:00.000Z,23.85,73.56,46.25,34.54,53.66,12.33,485
2022-01-24T00:00:00.000Z,35.13,132.77,72.98,59.14,88.12,20.4,496
2022-01-25T00:00:00.000Z,32.67,133.85,73.93,55.32,84.82,20.482,488
2022-01-26T00:00:00.000Z,31.67,235.18,89.3,61.53,117.43,37.564,470
2022-01-27T00:00:00.000Z,16.52,146.5,54.3,44,81.9,29.005,487
2022-01-28T00:00:00.000Z,11.9,126.35,65.65,30.3,105.06,37.968,501
2022-01-29T00:00:00.000Z,21.13,162.4,101.65,54.24,115.05,37.599,497
2022-01-30T00:00:00.000Z,12.35,195.8,74.31,41.15,90.47,37.177,486
2022-01-31T00:00:00.000Z,48.92,204.55,122.57,102.3,135.43,22.454,505
2022-02-01T00:00:00.000Z,23.63,191.02,57.17,35.64,97.98,37.204,469
2022-02-02T00:00:00.000Z,13.48,95.22,45.87,29.62,66.36,20.824,456
2022-02-03T00:00:00.000Z,18.7,114.38,36.08,30.5,53.8,24.332,442
2022-02-04T00:00:00.000Z,20.23,135.13,76.56,38.67,105.88,35.259,482
2022-02-05T00:00:00.000Z,35.5,158.77,62.47,56.3,70.22,20.671,498
2022-02-06T00:00:00.000Z,26.52,154.05,49.95,37.88,68.3,26.596,495
2022-02-07T00:00:00.000Z,12.13,250.32,58.5,36.15,85.97,34.85,494
2022-02-08T00:00:00.000Z,6.95,103.65,42.15,15.07,54.14,23.964,493
2022-02-09T00:00:00.000Z,16.17,114.5,52.22,31.53,87.45,28.239,477
2022-02-10T00:00:00.000Z,6.88,176.75,32.2,14.7,48.99,47.867,473
2022-02-11T00:00:00.000Z,6.85,97.38,36.49,15.13,50.75,21.146,482
2022-02-12T00:00:00.000Z,16.07,276.23,65.75,32.07,80.89,38.758,500
2022-02-13T00:00:00.000Z,27,71.5,49.1,36.4,64.75,14.451,503
2022-02-14T00:00:00.000Z,26.05,209.6,61.55,34.65,79.38,25.985,503
2022-02-15T00:00:00.000Z,24,143.6,68.63,41.38,99.25,32.274,507
2022-02-16T00:00:00.000Z,41.47,254.38,122.9,89.64,139.43,43.847,501
2022-02-17T00:00:00.000Z,70.09,180.38,128.05,112.8,148.32,24.384,501
2022-02-18T00:00:00.000Z,13.93,162.18,42.63,27.68,50.64,25.263,505
2022-02-19T00:00:00.000Z,10.6,78.63,41.85,22.67,59.91,19.1,501
2022-02-20T00:00:00.000Z,6.55,90.1,22.52,13.06,31.53,18.344,501
2022-02-21T00:00:00.000Z,15.93,58.28,30.99,25.08,38.89,8.167,504
2022-02-22T00:00:00.000Z,8.93,53.88,25.65,19.53,33.85,10.827,479
2022-02-23T00:00:00.000Z,5.6,999.9,33.2,9.19,66.84,67.859,475
2022-02-24T00:00:00.000Z,19.73,188.7,48.78,30.45,64.63,32.656,503
2022-02-25T00:00:00.000Z,6.53,47.47,15.22,11.4,20.67,7.462,500
2022-02-26T00:00:00.000Z,3.45,80.75,18.7,11.63,22.95,13.118,507
2022-02-27T00:00:00.000Z,2.97,67,19.57,8.69,33.46,13.947,501
2022-02-28T00:00:00.000Z,5.82,84.4,30.45,12.48,39.67,18.193,502
2022-03-01T00:00:00.000Z,11.93,105.72,31.42,20.2,53.08,22.259,513
2022-03-02T00:00:00.000Z,4.13,137.47,26.34,10.57,40.15,36.044,498
2022-03-03T00:00:00.000Z,8.19,105.72,27.8,19.25,49.42,22.265,505
2022-03-04T00:00:00.000Z,5.85,134.35,21.1,8.44,52.47,23.45,507
2022-03-05T00:00:00.000Z,5.93,121.35,31.11,15,38.24,27.424,504
2022-03-06T00:00:00.000Z,6.57,136.13,42.8,28.48,63.6,35.562,487
2022-03-07T00:00:00.000Z,2.67,50.22,10.23,6.02,19.76,10.268,505
2022-03-08T00:00:00.000Z,6.53,111.68,27.17,11.32,56.17,33.195,502
2022-03-09T00:00:00.000Z,3.72,120.68,30.23,11.4,49.75,25.524,503
2022-03-10T00:00:00.000Z,3.28,61.03,16.92,7.43,31.77,13.06,499
2022-03-11T00:00:00.000Z,4.22,80.75,25.13,8.93,36.17,17.787,501
2022-03-12T00:00:00.000Z,8.88,109.3,35.11,24.05,54.45,25.07,502
2022-03-13T00:00:00.000Z,8.35,83.1,29.19,14.78,34.79,19.19,496
2022-03-14T00:00:00.000Z,15.75,133.57,34.13,25.45,49.47,30.049,510
2022-03-15T00:00:00.000Z,14.32,120.15,56.72,35.65,85.46,28.156,501
2022-03-16T00:00:00.000Z,7.95,98.82,21.25,13.57,40.79,18.644,494
2022-03-17T00:00:00.000Z,9.98,66.38,26.89,17.52,35.29,12.595,506
2022-03-18T00:00:00.000Z,42.45,115.63,66.53,58.72,77.95,15.11,487
2022-03-19T00:00:00.000Z,30.2,143.02,61.48,42.53,93.93,28.17,502
2022-03-20T00:00:00.000Z,25.17,192.18,58.17,34.15,102.94,40.116,501
2022-03-21T00:00:00.000Z,17.14,142.27,34.85,25.23,85.05,37.579,475
2022-03-22T00:00:00.000Z,6.7,207.25,20.55,12.25,48.6,22.197,509
2022-03-23T00:00:00.000Z,10.95,128.32,33.4,22.35,51.15,30.999,499
2022-03-24T00:00:00.000Z,5.8,122.75,26.85,13.23,71.68,35.364,491
2022-03-25T00:00:00.000Z,7.75,120.88,17.42,13.79,35.79,24.085,496
2022-03-26T00:00:00.000Z,7.05,70.53,21.77,12.85,36.03,17.018,503
2022-03-27T00:00:00.000Z,6.15,114.68,19.17,14.15,45.72,30.952,495
2022-03-28T00:00:00.000Z,6.4,74.47,22.7,9.06,28.1,17.241,513
2022-03-29T00:00:00.000Z,9.55,99.85,23.8,16.98,52.83,20.361,503
2022-03-30T00:00:00.000Z,11.7,67.25,37.4,27.55,49.6,13.956,495
2022-03-31T00:00:00.000Z,4.68,98,23.41,13.63,33.39,16.352,508
2022-04-01T00:00:00.000Z,3.25,263.25,31.48,7.05,41.33,28.559,491
2022-04-02T00:00:00.000Z,3.5,62,18.88,8.15,26.98,16.18,450
2022-04-03T00:00:00.000Z,10.6,70.15,20.45,14.73,38.85,15.012,506
2022-04-04T00:00:00.000Z,4.3,108.65,26.6,9.07,37.32,17.812,513
2022-04-05T00:00:00.000Z,4.05,108.95,22.72,10.11,45.94,27.233,504
2022-04-06T00:00:00.000Z,6.35,207.93,23.92,15.37,33.97,45.846,501
2022-04-07T00:00:00.000Z,5.65,99.28,20.75,13.77,62.25,27.984,499
2022-04-08T00:00:00.000Z,6.78,72.84,28.07,14.75,49.47,17.87,506
2022-04-09T00:00:00.000Z,7.3,97.5,31.06,12.94,43.53,22.02,492
2022-04-10T00:00:00.000Z,5.32,73.55,23.7,12.92,33.24,17.073,504
2022-04-11T00:00:00.000Z,11.63,85.32,32.75,19.07,38.29,19.579,261
2022-04-12T00:00:00.000Z,6.75,39,13.98,9.4,28.87,10.222,513
2022-04-13T00:00:00.000Z,6.03,44.17,17.54,11.39,22.37,8.321,500
2022-04-14T00:00:00.000Z,3.47,29.27,9.69,6.53,12.38,4.731,510
2022-04-15T00:00:00.000Z,4.75,61.15,13.8,8.8,26,11.733,511
2022-04-16T00:00:00.000Z,4.47,26.67,12.05,8.88,18.19,5.958,513
2022-04-17T00:00:00.000Z,5.53,32.03,14.64,10.55,22.98,7.186,502
2022-04-18T00:00:00.000Z,10.63,57.53,22.94,16.98,29.09,7.783,496
2022-04-19T00:00:00.000Z,4.68,35.22,13.6,10.77,16.13,5.831,502
2022-04-20T00:00:00.000Z,5.22,36.67,12.1,7.49,17.7,7.475,493
2022-04-21T00:00:00.000Z,4.63,57.65,7.25,6.1,12.56,8.97,504
2022-04-22T00:00:00.000Z,3.85,38.15,10.23,6.8,16.2,7.36,504
2022-04-23T00:00:00.000Z,4.2,39.43,9.13,6.95,19.3,8.644,509
2022-04-24T00:00:00.000Z,2.9,101.97,8.15,5.37,12.23,14.029,508
2022-04-25T00:00:00.000Z,4.05,41.67,9.3,7.29,11.74,5.59,489
2022-04-26T00:00:00.000Z,3.5,54.13,13.92,6.43,29.95,14.102,490
2022-04-27T00:00:00.000Z,5.5,75.59,13.48,10.35,25.13,17.495,499
2022-04-28T00:00:00.000Z,4.8,78.45,14.94,8.55,22.03,18.758,488
2022-04-29T00:00:00.000Z,4.05,59.88,8.9,6.93,20.77,16.507,486
2022-04-30T00:00:00.000Z,4.78,84.8,33.6,9.77,41.2,19.384,494
2022-05-01T00:00:00.000Z,15.43,46.75,27.3,23.17,32.4,6.224,467
2022-05-02T00:00:00.000Z,15.2,51.1,22.95,20.23,29.39,7.785,416
2022-05-03T00:00:00.000Z,7.55,62.65,30.42,23.17,47.7,13.278,475
2022-05-04T00:00:00.000Z,3.53,51.7,21.08,10.27,33.2,11.589,503
2022-05-05T00:00:00.000Z,5.8,29.45,10.23,8.63,19.25,5.957,502
2022-05-06T00:00:00.000Z,2.5,60.5,8.8,6.39,24.57,13.487,496
2022-05-07T00:00:00.000Z,6.97,46.97,15.55,11.6,21.75,8.96,499
2022-05-08T00:00:00.000Z,5.55,50.65,18.73,9.6,26.49,10.641,496
2022-05-09T00:00:00.000Z,4.45,56.92,19.48,13.38,31.25,11.025,466
2022-05-10T00:00:00.000Z,4.4,50.78,17.55,15.38,28.77,8.788,453
2022-05-11T00:00:00.000Z,11.45,59.45,23.1,17.67,32.25,12.659,447
2022-05-12T00:00:00.000Z,6.8,48.78,12.99,10.23,22.72,12.264,448
2022-05-13T00:00:00.000Z,5.09,32.42,17.88,14.22,20.07,5.28,457
2022-05-14T00:00:00.000Z,4.95,139.94,19.13,10.32,25.58,11.855,475
2022-05-15T00:00:00.000Z,4.5,36.53,12.71,7.32,19.27,7.832,474
2022-05-16T00:00:00.000Z,4.15,69.03,11.13,8.63,18.85,11.43,475
2022-05-17T00:00:00.000Z,5.63,39.54,9.14,7.86,12,6.485,464
2022-05-18T00:00:00.000Z,5.57,63.85,11.82,9.47,25.82,11.724,453
2022-05-19T00:00:00.000Z,4.38,61.63,10.13,8.11,13.73,12.21,461
2022-05-20T00:00:00.000Z,5.9,28.65,9.93,8.44,14.05,4.81,447
2022-05-21T00:00:00.000Z,3.72,68.06,9.64,6.45,13.18,10.832,454
2022-05-22T00:00:00.000Z,2.22,59.13,8.13,4.88,12.56,11.567,441
2022-05-23T00:00:00.000Z,1.9,12.4,3.75,3.08,4.57,2.017,461
2022-05-24T00:00:00.000Z,2,15.57,4.3,3.42,5.53,1.804,470
2022-05-25T00:00:00.000Z,2.8,48.4,11.52,6.19,14.72,9.51,457
2022-05-26T00:00:00.000Z,5.28,42.47,9.1,7.29,14.04,7.88,448
2022-05-27T00:00:00.000Z,6.43,26.55,12.52,9.18,14.52,3.828,411
2022-05-28T00:00:00.000Z,2.54,29.45,8.35,6.88,11.98,5.134,463
2022-05-29T00:00:00.000Z,3.42,28.88,8.27,5.79,10.01,5.033,397
2022-05-30T00:00:00.000Z,4.13,43.63,9.15,6.72,13.73,6.344,427
2022-05-31T00:00:00.000Z,4.95,65.34,10,8,16.38,11.764,428
2022-06-01T00:00:00.000Z,5.45,28.48,8.77,7.3,11.07,3.313,442
2022-06-02T00:00:00.000Z,3.78,43.67,7.98,6.63,25.39,12.986,164
2022-06-03T00:00:00.000Z,3.45,59.22,13.28,5.7,20.39,13.737,278
2022-06-04T00:00:00.000Z,2.15,54.22,14.72,5.76,36.67,16.528,388
2022-06-05T00:00:00.000Z,2.92,68,10.85,5.75,16.73,17.275,386
2022-06-06T00:00:00.000Z,3.53,131.97,13.34,7.4,19.27,24.553,318
2022-06-07T00:00:00.000Z,3.42,44.28,10.37,6.88,23.45,10.275,464
2022-06-08T00:00:00.000Z,4.03,27.05,10.19,6.89,14.01,4.204,453
2022-06-09T00:00:00.000Z,4.3,39.1,11.27,7.99,14.9,6.294,456
2022-06-10T00:00:00.000Z,6.03,18.67,9.75,8.57,11.43,2.211,431
2022-06-11T00:00:00.000Z,2.83,38.28,9.38,7.14,12.1,5.146,417
2022-06-12T00:00:00.000Z,4.3,140.85,8.3,6.72,10.88,16.354,430
2022-06-13T00:00:00.000Z,5.3,47.78,8.94,7.74,10.34,5.589,413
2022-06-14T00:00:00.000Z,5.2,22.35,8.28,6.69,13.07,4.71,324
2022-06-15T00:00:00.000Z,3.75,11.13,5.7,5.05,6.43,1.192,436
2022-06-16T00:00:00.000Z,2.72,44.03,5.35,4.4,7.13,4.718,438
2022-06-17T00:00:00.000Z,2.29,19.7,6.4,4.59,10.48,4.718,398
2022-06-18T00:00:00.000Z,0.9,36.95,5.73,4.09,7.25,5.591,450
2022-06-19T00:00:00.000Z,2.15,25.83,6.64,4.71,8.4,3.753,420
2022-06-20T00:00:00.000Z,1.7,41.95,7.52,5.45,16.01,9.082,348
2022-06-21T00:00:00.000Z,3.9,55.88,14.23,10.44,22.4,10.251,317
2022-06-22T00:00:00.000Z,8,69.05,19.3,15.27,27.45,11.972,302
2022-06-23T00:00:00.000Z,3.15,22.27,6.7,5.22,8.38,4.203,284
2022-06-24T00:00:00.000Z,2.9,46.65,10,5.6,14.93,9.514,503
2022-06-25T00:00:00.000Z,5,26.2,11.25,6.63,17.66,6.118,497
2022-06-26T00:00:00.000Z,5.7,73.75,12.98,8.98,17.95,13.114,499
2022-06-27T00:00:00.000Z,14.82,39.33,23.39,18.17,31.17,6.665,490
2022-06-28T00:00:00.000Z,13.45,50.45,26.02,17.72,36.02,10.142,493
2022-06-29T00:00:00.000Z,6.68,53.78,30.15,9.52,40.85,15.9,483
2022-06-30T00:00:00.000Z,3.7,38.33,17.26,7.46,28,10.553,472
2022-07-01T00:00:00.000Z,5.85,33.25,15.73,10.27,22.06,7.039,496
2022-07-02T00:00:00.000Z,7.45,40.79,16.42,10.82,23.3,8.258,499
2022-07-03T00:00:00.000Z,8.15,38.45,17.35,12.4,27.3,8.186,487
2022-07-04T00:00:00.000Z,11.38,40.22,22.58,17.23,28.83,6.954,493
2022-07-05T00:00:00.000Z,14.23,43.78,23,18.39,28.55,6.032,487
2022-07-06T00:00:00.000Z,2.83,56.15,20.67,14.35,27.7,13.286,503
2022-07-07T00:00:00.000Z,8.32,27.85,16.62,11.93,20,4.867,316
2022-07-08T00:00:00.000Z,16.17,60.1,27.2,22.13,41.7,11.626,475
2022-07-09T00:00:00.000Z,2.5,45.7,13.9,10,17.84,9.335,497
2022-07-10T00:00:00.000Z,13.98,37.83,21.83,17.73,30.15,6.441,491
2022-07-11T00:00:00.000Z,7.95,57.47,26.48,20.3,30.85,8.234,493
2022-07-12T00:00:00.000Z,8.6,42.15,24.3,19.92,29.58,6.821,495
2022-07-13T00:00:00.000Z,3.17,47.85,15.45,7.64,29.19,12.268,457
2022-07-14T00:00:00.000Z,2.1,27.3,11.4,8.48,15.05,5.773,485
2022-07-15T00:00:00.000Z,1.23,44.4,8,4.68,16.32,7.529,475
2022-07-16T00:00:00.000Z,1.2,52,3.85,2.7,6.97,11.549,503
2022-07-17T00:00:00.000Z,0.98,31.95,5.63,2.91,8.31,7.321,513
2022-07-18T00:00:00.000Z,6.22,39.03,16.13,9.15,25.48,8.635,503
2022-07-19T00:00:00.000Z,9.73,36.88,21.52,14.32,25.15,7.148,511
2022-07-20T00:00:00.000Z,0.73,28.5,9.8,4.68,12.08,6.214,509
2022-07-21T00:00:00.000Z,0.4,14.95,3.83,1.73,9.3,4.08,507
2022-07-22T00:00:00.000Z,2.2,26.73,11.63,8.69,15.9,5.073,507
2022-07-23T00:00:00.000Z,2.88,41.45,21.58,7.44,29.7,11.055,505
2022-07-24T00:00:00.000Z,2.17,17.8,7.57,5.2,9.86,3.122,509
2022-07-25T00:00:00.000Z,7.1,20.52,11.05,9.55,12.35,2.375,515
2022-07-26T00:00:00.000Z,5.2,18.98,11.48,8.05,14.45,3.484,506
2022-07-27T00:00:00.000Z,10.48,31.2,16.64,14.5,18.48,3.623,507
2022-07-28T00:00:00.000Z,9.85,35.58,18.25,15.75,29.77,7.322,491
2022-07-29T00:00:00.000Z,5.09,32.22,13.82,10.6,17.55,4.719,489
2022-07-30T00:00:00.000Z,8.43,38.4,16.8,12.9,21.11,7.465,493
2022-07-31T00:00:00.000Z,3.6,24.77,10.15,6.85,14.47,4.611,497
2022-08-01T00:00:00.000Z,8.35,50.1,23.15,17.63,29.05,7.925,447
2022-08-02T00:00:00.000Z,4.78,57.1,18.8,8.07,33.35,14.551,466
2022-08-03T00:00:00.000Z,6.5,34.5,15.13,12,21.92,6.884,487
2022-08-04T00:00:00.000Z,10.5,41.3,20.13,13.06,34.77,10.554,396
2022-08-05T00:00:00.000Z,3.13,466.4,25.8,18.32,31.91,28.025,485
2022-08-06T00:00:00.000Z,13.32,83.22,32.32,27.98,43.55,14.199,464
2022-08-07T00:00:00.000Z,3.78,40.4,27.9,22.62,34.83,8.449,360
2022-08-08T00:00:00.000Z,9.75,54.58,25.88,14.73,31.17,9.501,440
2022-08-09T00:00:00.000Z,3.15,47.5,8.74,7.07,16.73,9.371,474
2022-08-10T00:00:00.000Z,9.8,40.67,16.75,14.23,22.1,5.906,397
2022-08-11T00:00:00.000Z,0.98,22.65,3.33,2.08,9.19,5.126,403
2022-08-12T00:00:00.000Z,1.6,24.27,6.53,3.8,12.63,6.133,479
2022-08-13T00:00:00.000Z,1,16.77,5.99,3.95,7.97,3.721,482
2022-08-14T00:00:00.000Z,0.77,24.33,10.5,8.38,15.5,5.796,480
2022-08-15T00:00:00.000Z,2.1,38.47,8.76,5.53,12.57,5.598,394
2022-08-16T00:00:00.000Z,1.8,36.97,7.03,5.94,8.25,5.377,489
2022-08-17T00:00:00.000Z,1.5,9.4,3.89,2.34,6.43,2.241,392
2022-08-18T00:00:00.000Z,3.55,19.25,9.01,6.44,12.13,4.132,420
2022-08-19T00:00:00.000Z,1.1,12.93,4.48,2.71,5.42,2.384,352
2022-08-20T00:00:00.000Z,3.4,39.22,9.73,5.85,13.65,6.384,435
2022-08-21T00:00:00.000Z,5.32,29.45,11.13,8.82,15.81,5.181,421
2022-08-22T00:00:00.000Z,4.57,42.97,29.38,11.06,34.36,11.906,281
2022-08-23T00:00:00.000Z,4.25,27.13,12.25,9.41,14.98,4.418,453
2022-08-24T00:00:00.000Z,2.85,16.8,7.15,5.21,11.32,3.658,424
2022-08-25T00:00:00.000Z,4.03,26.83,12.23,8.55,15.88,5.281,445
2022-08-26T00:00:00.000Z,3.2,37.9,14.23,10.32,18.13,6.336,487
2022-08-27T00:00:00.000Z,3.88,16.88,7.95,6.63,10.27,2.899,474
2022-08-28T00:00:00.000Z,3.88,16.85,9.19,6.65,12.05,3.156,471
2022-08-29T00:00:00.000Z,3.03,25.42,8.98,6.32,14.2,4.696,473
2022-08-30T00:00:00.000Z,9.85,62.3,31.88,17.7,39.83,11.735,479
2022-08-31T00:00:00.000Z,5.22,30.7,9.27,7.4,15.44,5.741,464
2022-09-01T00:00:00.000Z,3.8,16.45,9.05,6.9,10.68,2.583,430
2022-09-02T00:00:00.000Z,3.35,36.78,10.75,6.35,14.3,6.902,423
2022-09-03T00:00:00.000Z,3.35,24.75,8.35,5.72,15.65,5.776,347
2022-09-04T00:00:00.000Z,4.2,18.85,7.3,6.07,9.19,3.084,225
2022-09-05T00:00:00.000Z,2.9,80.38,9.35,5.4,15.19,17.338,316
2022-09-06T00:00:00.000Z,8.32,149.8,24,14.48,32.61,23.062,441
2022-09-07T00:00:00.000Z,8.05,46.97,26.8,14.57,34.97,11.333,435
2022-09-08T00:00:00.000Z,13.98,52.42,33.46,19.67,43.28,11.86,314
2022-09-09T00:00:00.000Z,12.25,49.55,27.4,18.04,36.63,10.898,397
2022-09-10T00:00:00.000Z,21.4,48.93,32.38,29.4,35.72,5.743,419
2022-09-11T00:00:00.000Z,3.33,38.65,20.67,8.36,26.99,10.694,460
2022-09-12T00:00:00.000Z,12.6,73.56,25.5,17.23,34.63,13.288,358
2022-09-13T00:00:00.000Z,9.65,82.28,19.45,13.16,23.35,17.818,437
2022-09-14T00:00:00.000Z,15,57.28,29.42,24.98,34.22,8.837,459
2022-09-15T00:00:00.000Z,12.13,35.33,20.17,17.23,23.13,4.974,317
2022-09-17T00:00:00.000Z,15.68,31.88,23.09,20.14,24.38,3.262,222
2022-09-18T00:00:00.000Z,17.17,32.1,22.25,20.07,26.25,3.785,435
2022-09-19T00:00:00.000Z,18.5,36.13,24.42,21.94,26.47,3.451,444
2022-09-20T00:00:00.000Z,13.93,37.47,20.49,18.95,24.75,4.671,370
2022-09-21T00:00:00.000Z,6,46.97,13.49,12.05,20.6,7.928,314
2022-09-22T00:00:00.000Z,5.2,55.5,8.3,6.9,13.4,10.163,450
2022-09-23T00:00:00.000Z,3.8,61.83,17.48,10.63,29.32,14.836,448
2022-09-24T00:00:00.000Z,0.7,55.5,3.94,2.9,6.8,11.743,454
2022-09-25T00:00:00.000Z,2.33,32.97,4.88,3.92,9.4,6.084,440
2022-09-26T00:00:00.000Z,4.82,52.42,18.32,12.65,21.6,8.113,425
2022-09-27T00:00:00.000Z,9.77,78.9,32.25,21.8,37.4,12.629,425
2022-09-28T00:00:00.000Z,19.23,61.47,31.17,26.17,48.08,11.208,434
2022-09-29T00:00:00.000Z,14.25,69.22,31.84,22.73,49.13,15.445,430
2022-09-30T00:00:00.000Z,9.48,52.75,21.72,13.03,35.63,12.225,436
2022-10-01T00:00:00.000Z,6.57,34.54,17.57,11.27,20.7,6.999,407
2022-10-02T00:00:00.000Z,2.15,32.75,13.25,10.21,22.94,7.842,237
2022-10-03T00:00:00.000Z,6.35,47.53,29.42,19.75,32.72,9.164,233
2022-10-04T00:00:00.000Z,5.3,50,13.7,10.02,18.05,6.105,296
2022-10-05T00:00:00.000Z,4.82,41.33,17.76,10.48,20.88,9.316,296
2022-10-06T00:00:00.000Z,10,33.58,18.25,13.38,22.53,5.119,456
2022-10-07T00:00:00.000Z,21.85,78.2,33.14,27.58,42.88,13.789,450
2022-10-08T00:00:00.000Z,11.43,65.63,28.27,24.2,34.75,9.416,471
2022-10-09T00:00:00.000Z,5.09,35.36,21.65,13.85,25.73,7.204,479
2022-10-10T00:00:00.000Z,5.38,60.58,15.35,9.63,19.85,10.736,463
2022-10-11T00:00:00.000Z,4.78,48.4,24.39,18.84,29.26,9.338,452
2022-10-12T00:00:00.000Z,8.35,82.03,30.23,21.68,45.35,17.178,468
2022-10-13T00:00:00.000Z,9.68,87.45,28.15,15.38,40.9,16.343,479
2022-10-14T00:00:00.000Z,11.13,69.38,33.64,21.93,39.78,13.091,456
2022-10-15T00:00:00.000Z,9.75,149.93,33.92,19.8,43,19.94,464
2022-10-16T00:00:00.000Z,9.73,120.53,39.88,26.55,51.36,25.359,361
2022-10-17T00:00:00.000Z,13.4,58.13,29.45,21.48,42.23,12.29,459
2022-10-18T00:00:00.000Z,10.1,74.81,23.78,16.75,48.22,15.021,314
2022-10-21T00:00:00.000Z,5.57,65.18,22.01,8.52,37.13,17.965,460
2022-10-22T00:00:00.000Z,8.4,56.35,31.67,15.8,40.61,13.044,477
2022-10-23T00:00:00.000Z,7.28,77.56,31.25,18.2,52.97,18.812,460
2022-10-24T00:00:00.000Z,13.38,98.1,45.78,28.06,67.86,23.983,461
2022-10-25T00:00:00.000Z,15.35,261.67,45.86,33.79,65.53,32.147,466
2022-10-26T00:00:00.000Z,16.48,196.88,51.65,29.18,70.16,33.001,457
2022-10-27T00:00:00.000Z,24.25,114.32,66.04,42.81,88.72,25.602,456
2022-10-28T00:00:00.000Z,15.1,144.02,45.3,33.27,56.07,28.887,445
2022-10-29T00:00:00.000Z,18.7,130.9,56.33,31.53,74.39,28.65,444
2022-10-30T00:00:00.000Z,34.22,154.43,99.16,66.22,119.63,30.915,446
2022-10-31T00:00:00.000Z,66.84,167.13,136.44,124.45,149.57,24.122,461
2022-11-01T00:00:00.000Z,75.43,160.69,99.57,91.83,115.69,17.878,445
2022-11-02T00:00:00.000Z,6.72,129.38,58.75,21.6,94.25,36.382,454
2022-11-03T00:00:00.000Z,14.8,118.85,50.64,26.15,72.93,25.844,480
2022-11-04T00:00:00.000Z,20.7,156.52,66.84,40,116.15,41.317,446
2022-11-05T00:00:00.000Z,7.5,243.2,121.1,23.83,166.18,71.458,447
2022-11-06T00:00:00.000Z,5.18,43.97,11.3,9.52,13.38,4.509,451
2022-11-07T00:00:00.000Z,8.55,60.2,25.3,16.05,33.61,12.006,472
2022-11-08T00:00:00.000Z,19.48,75.63,38.28,27.63,53.85,16.346,464
2022-11-09T00:00:00.000Z,16.55,125.65,46.58,28.29,58.92,19.118,445
2022-11-10T00:00:00.000Z,9.93,43.55,23.14,15.55,26.08,6.737,422
2022-11-11T00:00:00.000Z,7.28,105.55,22.74,13.74,65.04,28.667,404
2022-11-12T00:00:00.000Z,8.68,88.4,43.65,24.54,72.16,24.458,421
2022-11-13T00:00:00.000Z,11.3,118.75,51.17,26.33,70.78,30.189,435
2022-11-14T00:00:00.000Z,3.4,38.78,13.1,9.02,19.89,7.981,428
2022-11-15T00:00:00.000Z,12.93,89.97,37.71,24.29,47.89,18.343,448
2022-11-16T00:00:00.000Z,11.82,83.75,48.93,19.87,62.1,22.097,454
2022-11-17T00:00:00.000Z,9.8,77.47,42.95,21.11,50.85,19.093,461
2022-11-18T00:00:00.000Z,6.78,128,47.84,19.77,90.49,39.163,468
2022-11-19T00:00:00.000Z,33.97,471.27,67.09,54.03,104.31,40.139,444
2022-11-20T00:00:00.000Z,6.57,84.03,35.74,12.62,63.54,24.993,472
2022-11-21T00:00:00.000Z,6.28,167.93,58.08,31.96,78.76,27.064,429
2022-11-22T00:00:00.000Z,8.65,108.25,57.59,25.34,70.92,27.924,456
2022-11-23T00:00:00.000Z,11.87,111.75,47.97,27.55,59.33,22.195,467
2022-11-24T00:00:00.000Z,7.9,77.28,46.71,30.52,58.15,18.658,478
